Symbol,MvN,PTvN,PTvAK,AKvN,MvAK
CD300E,0,0,0,0,0
CCDC30,0,0,0,0,0
NKRF,0,0,0,0,0
GLDN,1,1,0,0,0
FCAR,1,1,0,0,0
KPNA4,0,0,0,0,0
KRT3,0,0,0,1,0
ZNF501,0,0,0,0,0
ZNF197,0,0,0,0,0
NAP1L2,0,1,1,0,0
RPS23,0,0,0,0,0
GNG2,0,0,0,0,0
BTN3A2,0,0,0,0,0
PCLO,0,1,1,0,0
KLK12,0,1,0,1,0
RGS7BP,0,1,1,0,0
INSIG1,0,0,0,0,0
ANKRD20A5P,0,1,0,0,0
C5orf38,0,0,0,0,0
ZNF396,0,0,0,0,0
TMEM222,0,0,0,0,0
ARHGAP30,0,0,0,0,0
SEPT10,0,0,0,0,0
FAM86B1,0,0,0,0,0
CYP4F8,0,1,1,0,0
CYP4F3,1,1,0,0,0
SMYD4,0,0,0,0,0
GPATCH8,0,0,0,0,0
CEACAM19,0,0,0,0,0
NF2,0,0,0,0,0
C6orf1,0,0,0,0,0
UBE2H,0,0,0,0,0
MIR22HG,0,0,0,0,0
HPDL,0,0,0,0,0
KTN1-AS1,0,0,0,0,0
KATNA1,0,0,0,0,0
ARAP1,0,0,0,0,0
KIF24,0,0,0,0,0
PDE2A,0,0,0,0,0
CARMIL3,1,1,0,0,0
PRR5,0,0,0,0,0
ZFP91,0,0,0,0,0
C17orf58,0,0,0,0,0
BCDIN3D,0,0,0,0,0
CYP27C1,0,0,0,0,0
LYRM7,0,0,0,0,0
DTX2P1,0,0,0,0,0
MST1L,0,1,0,0,0
BCR,0,0,0,0,0
SPIN4,0,0,0,0,0
ZNF732,0,0,0,0,0
SPIN2B,0,0,0,0,0
HYAL3,0,0,0,0,0
VSIG10L,0,0,0,0,1
CXCR3,0,0,0,0,0
ZNF397,0,0,0,0,0
ZSCAN30,0,0,0,0,0
TPCN1,0,0,0,0,0
LILRB4,0,0,0,0,0
TNFRSF4,0,1,0,0,0
KRT17P2,0,1,0,0,0
KRT16,0,1,0,1,0
HEXIM1,0,0,0,0,0
LCE1A,1,1,1,0,1
KRT14,0,0,0,0,0
TRABD2A,0,0,0,0,0
PDZD7,0,0,0,0,0
POFUT2,0,0,0,0,0
MAPT,1,1,1,0,0
ERCC6L,1,1,0,0,0
TMEM17,0,0,0,0,0
TNFRSF18,0,0,0,0,1
RTN4RL2,0,0,0,0,0
ZDHHC17,0,0,0,0,0
P2RY4,1,1,1,0,0
ZNF395,0,0,0,0,0
PPARA,0,0,0,0,0
TMEM232,0,1,0,0,0
FAM183A,0,0,0,0,0
EFCAB6,0,1,0,0,0
KANK3,0,0,0,0,0
EMID1,0,1,0,0,0
ESPN,1,1,0,0,0
PTRH1,0,0,0,0,0
GPR141,0,0,0,0,0
TMPRSS6,0,1,0,1,0
TMEM216,0,0,0,0,0
RPS19BP1,0,0,0,0,0
TMPRSS11A,1,1,0,1,0
C3orf70,0,0,0,0,0
TEAD1,0,0,0,0,0
PLCD1,1,0,0,0,1
ENTPD5,0,0,0,0,0
MITF,1,1,0,0,0
HEATR4,0,0,1,0,0
NAP1L1,0,0,0,0,0
LILRA5,1,1,1,0,0
CMC1,0,0,0,0,0
LYPD6,0,0,0,0,0
AKR1C1,0,0,0,0,0
RNF220,0,0,0,0,0
ANGPTL5,1,1,1,1,0
SHTN1,0,0,0,0,0
LCE4A,1,1,1,0,1
LCE2A,1,1,1,0,1
LCE2C,1,1,1,0,1
CTD-2600O9.1,1,0,0,0,0
ZNF546,0,0,0,0,0
TSPYL4,0,0,0,0,0
MT1X,0,0,0,0,0
GCNT1,0,0,0,0,0
LCE2D,1,1,1,0,1
SESTD1,0,0,0,0,0
FNBP1,0,0,0,0,0
DYNC2H1,0,0,0,0,0
BCAM,0,0,0,0,0
RSBN1L,0,0,0,0,0
WDR86,1,0,0,0,1
EPOR,0,0,0,0,0
CIDEC,0,1,1,0,0
TAF9B,0,0,0,0,0
PCDHB13,0,0,0,0,0
MAGI2,0,0,0,0,0
LUZP2,0,1,1,0,0
CHP1,0,0,0,0,0
FPR3,0,0,0,0,0
C11orf96,0,0,0,0,0
KCNJ11,0,0,0,0,0
COL4A1,1,1,0,0,0
GJA4,0,0,0,0,0
PTMA,0,0,0,0,0
HSPA14,0,0,0,0,0
ATP13A5,0,1,1,0,0
SIRT7,0,0,0,0,0
PRR13P5,0,0,0,0,0
IFT140,0,0,0,0,0
TLR5,0,0,0,0,0
USP7,0,0,0,0,0
NHLRC1,0,0,0,0,0
PLEKHN1,0,0,0,0,0
MAGEH1,0,0,0,0,0
TET3,0,0,0,0,0
ZNF286A,0,0,0,0,0
ISG15,1,1,0,1,0
EXD3,0,0,0,0,0
C17orf97,0,0,0,0,0
ZKSCAN4,0,0,0,0,0
DHRS4L2,0,0,0,0,0
SAMD11,1,0,0,0,1
VMAC,0,0,0,0,0
TMSB4XP8,0,0,0,0,0
ERC2,1,0,0,0,0
B3GLCT,0,0,0,0,0
SPRY4,1,0,0,0,0
KRT18P59,0,0,1,0,0
TRPV2,0,0,0,0,0
AMTN,0,0,0,0,0
C2orf88,1,1,0,0,0
TMEM203,0,0,0,0,0
THSD4,0,0,0,0,0
TCEA1,0,0,0,0,0
FANCA,0,0,0,0,0
SECISBP2,0,0,0,0,0
SEMA4D,0,0,0,0,0
FAM69C,1,1,1,0,0
DNAH17,0,0,0,0,0
MCRS1,0,0,0,0,0
FANCM,0,0,0,0,0
ZNF70,0,0,0,0,0
CARD9,0,0,0,0,0
PEAR1,0,0,0,0,0
ZFP69B,0,0,0,0,0
ZFP69,0,0,0,0,0
TMEM220,1,0,0,0,1
HIST1H1C,0,0,0,0,0
EIF4EBP1,1,1,0,0,0
CCDC157,0,0,0,0,0
FAM122A,0,0,0,0,0
DMBT1,1,0,0,0,1
ARHGAP11B,0,0,0,0,0
PMS2CL,0,0,0,0,0
CYHR1,0,0,0,0,0
COL14A1,1,1,0,0,0
DNER,0,0,1,0,0
KLHL17,0,0,0,0,0
ZSCAN23,0,0,0,0,0
RINL,0,0,0,0,0
TPRG1,1,1,0,0,1
RP11-43F13.1,0,0,0,0,0
C1orf204,1,0,0,0,0
MORN2,0,0,0,0,0
S100A3,0,0,0,0,0
UBQLN2,0,0,0,0,0
RILPL1,0,0,0,0,0
ZNF490,0,0,0,0,0
NWD1,0,0,0,0,0
ARL4C,1,0,0,0,1
RAB42,0,0,0,0,0
WNT7B,0,0,0,0,0
C11orf95,0,0,0,0,0
PLA2G4E,1,0,0,0,1
GPR89B,0,0,0,0,0
MESP2,0,0,0,1,1
FAM25A,1,0,0,0,1
C6orf132,0,0,0,0,1
MAPK12,1,0,0,0,1
COL4A5,1,0,0,0,1
AGRN,1,0,0,0,1
NHS,0,0,0,0,0
TMPPE,0,0,0,0,0
ZNF626,0,1,0,0,0
ZC3H6,0,0,0,0,0
LINC00265,0,0,0,0,0
LAMTOR4,0,0,0,0,0
PRKAR1B,0,0,0,0,0
NCR3LG1,0,0,0,0,0
DCUN1D3,0,0,0,0,0
ZNF793,0,1,0,0,0
TUBB4B,0,0,0,0,0
AGAP4,0,0,0,0,0
PP7080,0,0,0,0,0
COMMD6,0,0,0,0,0
PLA2G2A,0,1,1,1,0
HYKK,0,0,0,0,0
C15orf62,1,0,1,0,1
RUFY4,1,0,0,0,1
ZNF383,0,0,0,0,0
HES4,0,0,0,0,0
IGFL1,1,1,0,1,0
ZNF669,0,0,0,0,0
CENPP,0,0,0,0,0
PLSCR1,0,0,0,0,0
C3orf62,0,0,0,0,0
ZNF559,0,0,0,0,0
SBK1,0,0,0,0,0
GTF2F2,0,0,0,0,0
FAM92A1,0,0,0,0,0
FOCAD,0,0,0,0,0
PRR19,0,0,0,0,0
ZP3,0,0,0,0,0
C10orf99,0,1,0,1,0
JAKMIP3,0,0,0,0,0
PDCD1,0,1,0,0,0
CLEC2A,1,1,1,1,0
SELL,0,0,0,0,0
CHM,0,0,0,0,0
BLOC1S5,0,0,0,0,0
SLC24A5,1,1,1,0,0
IER5L,1,0,0,0,0
H2AFX,0,0,0,0,0
SERPINA5,0,1,1,0,0
C19orf54,0,0,0,0,0
NCCRP1,1,0,0,0,1
KRTDAP,1,0,0,0,1
C22orf34,0,0,0,0,0
COL25A1,0,1,0,0,0
FAM83G,0,0,0,0,0
SRSF10,0,0,0,0,0
HBA2,0,1,0,0,0
DUSP28,0,0,0,0,0
C15orf52,0,0,0,0,0
NBR1,0,0,0,0,0
RALGAPA2,1,0,0,0,0
NDOR1,0,0,0,0,0
CFAP54,0,0,0,0,0
NPIPP1,0,0,0,0,0
CLN3,0,0,0,0,0
FAM72B,0,0,0,0,0
SUMO2,0,0,0,0,0
NANOS1,0,0,0,0,0
IGFL3,1,0,1,0,1
LDOC1L,0,0,0,0,0
DPYD,0,0,0,0,0
S100A16,0,0,0,0,0
PTAR1,0,0,0,0,0
SAXO2,0,0,0,0,0
LINC00319,1,0,0,0,1
RHCE,0,0,0,0,0
PARVB,0,0,0,0,0
TEKT4P2,0,0,0,0,0
SLC4A5,0,0,0,0,0
UROS,0,0,0,0,0
ZDHHC9,0,0,0,0,0
ZBED6CL,0,0,0,0,0
SMIM15,0,0,0,0,0
VWC2,1,1,1,0,0
FAM221A,1,1,0,0,0
TMEM120B,0,0,0,0,0
FSIP2,0,1,0,1,0
RBM34,0,0,0,0,0
NOXA1,0,0,0,0,0
TMEM198,0,0,0,0,0
FZD9,0,0,0,0,0
PRELP,1,1,1,1,0
ZNF548,0,0,0,0,0
MTF1,0,0,0,0,0
SHISA6,0,0,0,0,0
TMEM201,0,0,0,0,0
NHLRC3,0,0,0,0,0
ZDHHC11,0,1,0,0,0
FAM26F,0,1,0,0,0
CNR2,0,0,0,0,0
LINC00910,0,0,0,0,0
SLX4,0,0,0,0,0
RPL14,0,0,0,0,0
FAM78B,0,0,0,0,0
ZNF563,0,0,0,0,0
FBF1,0,0,0,0,0
KLRG2,0,0,0,0,0
MSL1,0,0,0,0,0
CTD-3088G3.8,0,0,0,0,0
LRRK2,0,0,0,0,0
GJB3,0,0,0,0,0
TRMT2B,0,0,0,0,0
HACD4,0,0,0,0,0
USP32P1,0,0,1,1,1
FAM120AOS,0,0,0,0,0
NOC2L,0,0,0,0,0
MSANTD1,0,0,0,0,0
AADACL3,0,1,1,0,0
NELFB,0,0,0,0,0
ZNF292,0,0,0,0,0
KCTD21,0,0,0,0,0
SBSN,1,0,0,0,1
ADAT2,0,0,0,0,0
ZNF567,0,0,0,0,0
NDUFA4,0,0,0,0,0
ANKDD1B,0,0,0,0,0
ALKBH2,0,0,0,0,0
RNFT1,0,0,0,0,0
RNF222,1,0,0,0,1
RELN,0,1,0,0,0
FAM111B,0,0,0,0,0
APOD,1,1,1,0,0
H1F0,0,0,0,0,0
LITAF,0,0,0,0,0
TMEM120A,0,0,0,0,0
ARID2,0,0,0,0,0
SF3B3,0,0,0,0,0
BLOC1S3,0,0,0,0,0
SP6,0,0,0,0,0
PLAC9,1,1,1,0,0
UBE2Q2P1,0,0,0,0,0
CLDN4,1,0,0,0,1
ZNF573,0,0,0,0,0
CRYM-AS1,0,0,0,0,0
HN1,0,1,0,0,0
ZNF527,0,0,0,0,0
S100A13,0,0,0,0,0
ZNF33A,0,0,0,0,0
KRT77,1,1,1,0,0
PCDH18,0,0,0,0,0
ZNF600,0,0,0,0,0
BTBD8,0,0,0,0,0
MAOA,0,0,0,0,0
PAX8-AS1,0,0,0,0,0
C15orf61,0,0,0,0,0
NUGGC,0,0,0,0,0
TSPYL1,0,0,0,0,0
PNRC2,0,0,0,0,0
GJB5,0,0,0,0,0
FHIT,0,1,0,0,0
FAM150B,0,1,1,0,0
ZKSCAN3,0,0,0,0,0
RRP7A,0,0,0,0,0
LIN54,0,0,0,0,0
FAM53B,0,0,0,0,0
FAM180A,1,1,0,0,0
S100A14,0,0,0,0,0
KAZN,0,0,0,0,0
SLC35E2B,0,0,0,0,0
RPS2P46,0,0,0,0,0
FAM179A,0,0,0,0,0
NEMP2,0,0,0,0,0
ALG1L,0,0,0,0,0
GSPT2,0,0,0,0,0
C8orf76,0,0,0,0,0
CXCL17,1,1,0,1,0
HMGB1,0,0,0,0,0
SH2D5,1,1,1,1,0
RASSF10,0,0,0,0,0
GJB4,1,1,0,0,0
BLOC1S2,0,0,0,0,0
SYCP2,0,0,0,0,0
ZNF724,0,0,0,0,0
IL1RAP,0,0,0,0,0
PTPRT,0,1,1,0,0
MYBPC1,0,1,0,0,0
PAX5,1,1,0,1,0
ZNF699,0,0,0,0,0
TDRD7,0,0,0,0,0
CCDC189,0,0,0,0,0
KIAA0895L,0,0,0,0,0
HLA-DRB1,0,0,0,0,0
SERPINA3,0,0,0,0,0
AKR1C3,1,0,0,0,1
SPATS2L,0,0,0,0,0
ZNF250,0,0,0,0,0
WDSUB1,0,0,0,0,0
ZNF79,0,0,0,0,0
S100A4,0,0,0,0,0
PLEKHG4,0,0,0,0,0
FAT4,0,0,0,0,0
COLCA1,0,0,0,0,0
KIF19,0,0,0,0,0
ZNF681,1,0,0,0,0
ACADSB,0,0,0,0,0
STK40,0,0,0,0,0
TMEM63A,0,0,0,0,0
SEMA4A,0,0,0,0,0
HRCT1,0,1,0,1,0
MPHOSPH8,0,0,0,0,0
RNF216P1,0,0,0,0,0
EEF1A1P5,0,0,0,0,0
GREB1,0,0,0,0,0
SIRPB2,0,0,0,0,0
ZNF766,0,0,0,0,0
RYR1,0,0,0,0,0
SRGAP3,0,0,0,0,0
FAM217B,0,0,0,0,0
TUBB,0,0,0,0,0
LCOR,0,0,0,0,0
SUPT5H,0,0,0,0,0
XPNPEP3,0,0,0,0,0
ZNF107,0,0,0,0,0
PPIA,0,0,0,0,0
ZNF471,1,1,0,0,0
ZNF836,0,0,0,0,0
ZNF493,0,1,0,0,0
GTF2IRD2,0,0,0,0,0
SUPT3H,0,0,0,0,0
NIF3L1,0,0,0,0,0
AC005154.6,0,0,0,0,0
ATP2A1,0,0,0,0,0
IARS,0,0,0,0,0
MFSD14C,0,0,0,0,0
POM121,0,0,0,0,0
ZBTB44,0,0,0,0,0
GIMAP5,0,0,0,0,0
STK31,0,0,0,0,0
NLGN3,0,0,0,0,0
ADH7,0,0,0,1,0
ZKSCAN7,0,0,0,0,0
CD55,0,0,0,0,0
ZNF565,0,0,0,0,0
NTNG2,0,0,0,0,0
WDR5,0,0,0,0,0
LONP1,0,0,0,0,0
TRRAP,0,0,0,0,0
NUDT11,0,0,0,0,0
SRGAP2B,0,0,0,0,0
FUT4,0,0,0,0,0
ASB13,0,0,0,0,0
SLC35F1,0,1,0,0,0
ZNF34,0,0,0,0,0
ZNF140,0,0,0,0,0
ZNF774,0,0,0,0,0
PTPN1,0,0,0,0,0
EVL,0,0,0,0,0
THEM5,1,1,1,0,1
EPHB4,0,0,0,0,0
ZNF765,0,0,0,0,0
ZNF124,0,0,0,0,0
XRCC6,0,0,0,0,0
LINC00176,0,0,0,0,0
PPP1R26,0,0,0,0,0
TSC22D2,0,0,0,0,0
NPIPB15,0,0,0,0,0
ZNF569,0,0,0,0,0
ARMCX4,0,0,0,0,0
YRDC,0,0,0,0,0
ZNF777,0,0,0,0,0
PIK3R4,0,0,0,0,0
ZNF775,0,0,0,0,0
ZNF605,0,0,0,0,0
TRAPPC2,0,0,0,0,0
RFX8,0,0,0,0,0
MYL6B,0,0,0,0,0
ZNF799,0,0,0,0,0
SIAH1,0,0,0,0,0
C20orf96,0,0,0,0,0
ESRRG,0,1,1,0,0
IPO4,0,0,0,0,0
NCOR2,0,0,0,0,0
SULT1A1,0,0,0,0,0
ARL9,0,0,0,0,0
PRPF40A,0,0,0,0,0
GDAP2,0,0,0,0,0
TCEAL3,0,0,0,0,0
ANAPC7,0,0,0,0,0
TPK1,0,0,0,0,0
SLC6A9,0,0,0,0,0
AFAP1,0,0,0,0,0
NACA,0,0,0,0,0
MYO18A,0,0,0,0,0
SPTSSB,1,1,1,0,1
BORCS6,0,0,0,0,0
MAN2A2,0,0,0,0,0
MME,0,0,0,0,0
FAM72A,0,0,0,0,0
CACNA1H,0,0,0,0,0
SULF2,0,0,0,0,0
LAMA2,0,1,0,0,0
PLXNB2,0,0,0,0,0
AJAP1,1,1,0,1,0
XRCC2,1,0,0,0,0
MYO6,0,0,0,0,0
MKL1,0,0,0,0,0
HDAC2,0,0,0,0,0
ZNF782,0,0,0,0,0
POTEF,0,0,0,0,0
ZNF846,0,0,0,0,0
MMP1,1,1,1,1,0
ADH1B,1,1,1,1,0
TCF4,0,0,0,0,0
WNK3,0,0,0,0,0
SDHAF3,0,0,0,0,0
HRH1,0,0,0,0,0
RABL6,0,0,0,0,0
ZNF136,0,0,0,0,0
ZKSCAN5,0,0,0,0,0
ZNF502,0,0,0,0,0
TRAPPC4,0,0,0,0,0
TTC30B,0,0,0,0,0
SLC30A10,0,1,1,0,0
TECPR2,0,0,0,0,0
TLR7,0,0,0,0,0
FAM180B,1,1,1,1,0
LINC00173,0,0,0,0,0
ZFP62,0,0,0,0,0
ERI2,0,0,0,0,0
TOMM7,0,0,0,0,0
HSH2D,1,1,0,0,0
ZNF33B,0,0,0,0,0
PDXDC2P,0,0,0,0,0
ZNF512B,0,0,0,0,0
AMZ2,0,0,0,0,0
ZNF431,0,0,0,0,0
NF1,0,0,0,0,0
VKORC1L1,0,0,0,0,0
ZNF418,0,0,0,0,0
DAPK1,0,0,0,0,0
LCE1B,1,1,1,0,1
HLA-DQA1,0,0,0,0,0
COL27A1,0,0,0,0,0
LINC01560,0,0,0,0,0
GM2A,0,0,0,0,0
HIST1H2AI,0,0,0,0,0
S100A2,1,1,0,1,0
SNHG17,0,0,0,0,0
ZNF700,0,0,0,0,0
CD47,0,0,0,0,0
TLE1,0,0,0,0,0
MAML3,0,0,0,0,0
HIST1H2AG,0,0,0,0,0
STRN3,0,0,0,0,0
ZNF239,0,0,0,0,0
SPRR2B,0,1,0,1,0
CTBP1-AS2,0,0,0,0,0
ZSCAN16,0,0,0,0,0
MVB12B,0,0,0,0,0
C6orf106,0,0,0,0,0
ADA,0,0,0,0,0
ARID5A,0,0,0,0,0
PPTC7,0,0,0,0,0
NHLRC2,0,0,0,0,0
ZFP28,0,1,0,0,0
KIAA1211L,0,0,0,0,0
CBWD3,0,0,0,0,0
SCN8A,0,0,0,0,0
LAMB3,1,1,0,0,1
HIST3H2BB,0,0,0,0,0
KPNA5,0,0,0,0,0
ANKRD36B,0,0,0,0,0
ARHGEF12,0,0,0,0,0
HCAR1,0,0,0,0,0
ZNF252P,0,0,0,0,0
PDLIM7,1,0,0,0,0
FLNA,0,0,0,0,0
TMEM26,1,1,1,0,1
SRGAP1,0,0,0,0,0
FAM3C,0,0,0,0,0
NOP9,0,0,0,0,0
SLC39A10,0,0,0,0,0
CASP4,0,0,0,0,0
AP2A1,0,0,0,0,0
ZNF585A,0,0,0,0,0
FUT11,0,0,0,0,0
SMIM10L2B,0,0,0,0,0
ANXA4,0,0,0,0,0
LAGE3,0,0,0,0,0
WDR5B,0,0,0,0,0
WDR45,0,0,0,0,0
METTL9,0,0,0,0,0
ZNF138,0,0,0,0,0
ZNF429,0,0,0,0,0
ZNF470,0,0,0,0,0
SERTAD1,0,0,0,0,0
ZNF100,0,0,0,0,0
CXorf40B,0,0,0,0,0
ZNF398,0,0,0,0,0
ZSCAN25,0,0,0,0,0
ANXA6,0,0,0,0,0
ZNF441,0,0,0,0,0
GMFB,0,0,0,0,0
ZNF420,0,0,0,0,0
ZNF763,0,0,0,0,0
ZMYM1,0,0,0,0,0
DTHD1,0,0,0,0,0
HIST1H4C,0,0,0,0,0
ZSCAN26,0,0,0,0,0
MAFG,0,0,0,0,0
ARRDC1,0,0,0,0,0
KIAA1671,0,0,0,0,0
KRT35,0,1,0,0,0
IGF2R,0,0,0,0,0
ZNF300P1,0,1,0,0,0
LCE1C,1,1,1,0,1
GAL3ST4,0,0,0,0,0
DYNC1H1,0,0,0,0,0
SLC6A17,0,0,0,0,0
PCBP2,0,0,0,0,0
ZGPAT,0,0,0,0,0
SLC25A29,0,0,0,0,0
PGAP1,0,0,0,0,0
SRC,0,0,0,0,0
ZNF682,0,1,0,0,0
ZNF772,0,0,0,0,0
ZNF257,1,0,0,0,0
PCNX3,0,0,0,0,0
ADAM32,0,0,0,0,0
ACSL5,0,0,0,0,0
LRRC8B,0,0,0,0,0
ABCB8,0,0,0,0,0
HIST1H3J,1,1,0,0,0
SND1,0,0,0,0,0
ZNF785,0,0,0,0,0
PSMD12,0,0,0,0,0
PIWIL2,0,0,0,0,0
MIRLET7BHG,0,0,0,0,0
NOL4L,0,0,0,0,0
CYSRT1,0,0,0,0,1
SLC22A4,0,0,0,0,0
ENTPD4,0,0,0,0,0
C1D,0,0,0,0,0
TBC1D9B,0,0,0,0,0
HIST1H4J,0,0,0,0,0
FAM110D,0,0,0,0,0
SERPINA1,0,1,0,0,0
TPSB2,1,0,0,0,0
KANK2,0,0,0,0,0
EIF4BP6,0,0,0,0,0
C6orf141,0,0,0,0,0
GTF2E2,0,0,0,0,0
RAD54B,0,0,0,0,0
ZNF165,0,0,0,0,0
SYNGAP1,0,0,0,0,0
RAMP2-AS1,1,1,0,0,0
FITM2,0,0,0,0,0
BLM,1,0,0,0,0
ZNF720,0,0,0,0,0
DDI2,0,0,0,0,0
SVIL,0,0,0,0,0
TRIM33,0,0,0,0,0
LRP10,0,0,0,0,0
PELI1,0,0,0,0,0
ZNF655,0,0,0,0,0
MRPL21,0,0,0,0,0
LYPD2,1,0,0,0,0
UAP1L1,0,0,0,0,0
ZNF786,0,0,0,0,0
ZNF517,0,0,0,0,0
ZNF675,0,0,0,0,0
SLC22A5,0,0,0,0,0
DACT3,0,0,0,0,0
ADARB1,0,0,0,0,0
ZNF860,0,0,0,0,0
HTT,0,0,0,0,0
C5AR1,0,0,0,0,0
DIO3,0,1,0,1,0
CYP2B6,0,1,1,0,0
HIST1H3D,0,0,0,0,0
DCHS2,0,1,0,0,0
VEPH1,0,1,0,0,0
SHPK,0,0,0,0,0
IPP,0,0,0,0,0
MAP3K5,0,0,0,0,0
OGDHL,1,0,0,1,0
GSTK1,0,0,0,0,0
HNRNPAB,0,0,0,0,0
STMN3,0,0,0,0,0
PDGFA,0,0,0,0,0
COL13A1,0,0,0,0,0
SPN,0,0,0,0,0
PCDHB11,0,0,0,0,0
ZNF628,0,0,0,0,0
SLC2A10,0,0,0,0,0
ZNF665,0,0,0,0,0
RPF2,0,0,0,0,0
SLC28A3,1,0,0,0,1
MIB2,0,0,0,0,0
MYO5A,0,0,0,0,0
C5orf56,0,0,0,0,0
GZMM,0,0,0,0,0
ATG7,0,0,0,0,0
SIPA1L1,0,0,0,0,0
TTC30A,0,0,0,0,0
SSPO,0,0,0,0,1
RAB40C,0,0,0,0,0
PIGN,0,0,0,0,0
COL4A6,1,0,0,0,1
ZNF624,0,0,0,0,0
HHLA3,0,0,0,0,0
TOPORS,0,0,0,0,0
BCO2,0,0,0,0,0
GPX1P1,0,0,0,1,0
ENTPD6,0,0,0,0,0
DMBX1,0,0,1,0,0
ENPP1,0,0,0,0,0
FAR1,0,0,0,0,0
C5orf42,0,0,0,0,0
ZNF841,0,0,0,0,0
MFAP5,1,1,0,1,0
ZNF615,0,0,0,0,0
CXorf40A,0,0,0,0,0
CDC42SE1,0,0,0,0,0
MPEG1,0,0,0,0,0
SERPINB2,1,0,0,0,1
DPP4,0,0,0,0,0
SERPINB13,0,0,0,0,0
PDCD1LG2,0,0,0,0,0
ZNF433,1,0,0,0,0
DNAH10,0,0,0,0,0
SPTAN1,0,0,0,0,0
NMB,0,0,0,0,0
PARVA,0,0,0,0,0
FAM114A1,0,0,0,0,0
RPE,0,0,0,0,0
ZNF460,0,0,0,0,0
PHF2,0,0,0,0,0
RPS26,0,0,0,0,0
PTMAP2,0,0,0,0,0
PSAP,0,0,0,0,0
S100A10,0,0,0,0,0
CFAP43,0,0,0,0,0
RPL37A,0,0,0,0,0
HOXC6,0,0,0,0,0
TXNRD3,0,0,0,0,0
CFD,1,1,1,0,0
MCMBP,0,0,0,0,0
EME2,0,0,0,0,0
KLHDC1,1,0,0,0,0
ZNF81,0,0,0,0,0
TAF13,0,0,0,0,0
ZNF780A,0,0,0,0,0
ATAD3A,0,0,0,0,0
FAM118B,0,0,0,0,0
ZNF461,0,0,0,0,0
CCDC180,0,0,0,0,0
SLC9A8,0,0,0,0,0
OCLN,1,0,0,0,1
HIST4H4,0,0,0,0,0
ZNF181,0,0,0,0,0
SLC22A20,0,0,0,0,0
FAM212B,0,0,0,0,0
ZNF44,0,0,0,0,0
GPAA1,0,0,0,0,0
ADAMTSL2,1,0,0,0,0
SGTB,0,0,0,0,0
ZNF790,0,0,0,0,0
FAM49A,0,0,0,0,0
MYO1C,0,0,0,0,0
NKIRAS1,0,0,0,0,0
KIF13B,1,0,0,0,1
ADH5,0,0,0,0,0
HIST1H2BK,0,0,0,0,0
TEAD4,0,0,0,0,0
SPG7,0,0,0,0,0
HRNR,0,0,0,1,0
HES5,0,0,0,0,1
C2orf27A,0,0,0,0,0
ZNF677,1,1,0,0,0
ERO1A,0,0,1,0,0
ZNF823,0,0,0,0,0
ZNF311,0,0,0,0,0
ZNF347,0,0,0,0,0
PLCG2,0,0,0,0,0
FCHSD1,0,0,0,0,1
ZNF71,0,0,0,0,0
AADACL2,1,1,1,0,0
S100A6,0,0,0,0,0
RPL12,0,0,0,0,0
DNM3,0,0,0,0,0
ZNF121,0,0,0,0,0
MPZL1,0,0,0,0,0
VPS13A,0,0,0,0,0
MBP,0,0,0,0,0
AKAP17A,0,0,0,0,0
ELOVL2,0,0,0,0,0
LEKR1,0,0,0,0,0
C1orf122,0,0,0,0,0
SNHG12,0,0,0,0,0
RP11-310K10.1,1,1,1,0,0
NOL8,0,0,0,0,0
IRAK4,0,0,0,0,0
DLGAP2,1,1,1,0,0
MRPL42,0,0,0,0,0
ENTPD7,1,0,0,0,0
ZNF335,0,0,0,0,0
RPS4X,0,0,0,0,0
ZNF273,0,1,0,0,0
ZNF84,0,0,0,0,0
MAK16,0,0,0,0,0
ZNF667,0,1,0,0,0
SIRPA,0,0,0,0,0
GRK6,0,0,0,0,0
PRIM1,0,0,0,0,0
MARCH5,0,0,0,0,0
AKR1B10,0,1,0,1,0
ZBTB14,0,0,0,0,0
CD2AP,0,0,0,0,0
NUP62CL,0,0,0,0,0
SFI1,0,0,0,0,0
TMPRSS11F,1,0,0,0,0
ZNF649,0,0,0,0,0
ZNF248,0,0,0,0,0
CHSY3,0,0,0,0,0
TOR4A,1,1,0,0,0
LPAR1,0,0,0,0,0
MB,0,0,0,0,0
HIBCH,0,0,0,0,0
ZNF544,0,0,0,0,0
TMEM229B,0,0,0,0,0
SOWAHC,0,0,0,0,0
ZNF770,0,0,0,0,0
ZNF876P,0,0,0,0,0
HMGN5,0,0,0,0,0
MIER1,0,0,0,0,0
MAN1A2,0,0,0,0,0
SVIP,0,1,0,0,0
ZNF251,0,0,0,0,0
DDRGK1,0,0,0,0,0
TFDP1,0,0,0,0,0
CLEC4C,0,0,0,0,0
ZNF607,0,0,0,0,0
ZNF334,0,0,0,0,0
HSD17B11,0,0,0,0,0
SZT2,0,0,0,0,0
ZXDA,0,0,0,0,0
RPS6KL1,0,0,0,0,0
QRICH1,0,0,0,0,0
CSF2RA,0,0,0,0,0
DDX42,0,0,0,0,0
RPL23A,0,0,0,0,0
SLC29A3,0,0,0,0,0
STYX,0,0,0,0,0
UBL5,0,0,0,0,0
HELZ,0,0,0,0,0
TMEM116,0,1,0,0,0
UCKL1,0,0,0,0,0
CARD11,0,0,0,0,0
ZNF485,0,0,0,0,0
PEG3,1,1,0,0,0
SDAD1,0,0,0,0,0
